Ref|Numero_dossier|Comite|Code_entreprise|Materiel|Resume|Adresse_pdf|Metier|Sexe|Age|Type_accident|Blessure|Deces|Circulation|Malaise|Suicide|Machine|Cause|Zone|Status|Zone_precise|Zone.Zone|Zone.Zone_NA
https://epicea.inrs.fr/servlet/public_display?unid=958952E78212AE3DC1257B390038A27A|23100|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|170409 - Type de broyeur non précisé|"La machine est en fonctionnement depuis deux mois. Elle sert au broyage du gluten en fines particules. C'est la phase finale du processus de production du gluten avant stockage.
Le matin, une opération de maintenance consistant à changer les courroies sur le broyeur est programmée. Les courroies sont situées en dessous de la machine et sont accessibles au sol. Des barrières de protection ont été mises en place par l'entreprise afin d'en interdire l'accès. Les barrières sont fermées à clé, la clé est disponible auprès du responsable. Il n'existe aucun verrouillage électrique. La remise en service du broyeur n'est pas possible : depuis le changement des courroies, la vitesse transmise en supervision par le capteur dédié est trop faible (< 20 tours/min).
Un diagnostic est fait sur place, la rotation de la courroie est bonne, le problème semble venir du capteur de vitesse. La machine est arrêtée et une consignation électrique est réalisée.
Quatre personnes interviennent. Trois, dont un opérateur de production de 30 ans, entrent dans l'enceinte de la machine sous les courroies, un salarié reste au niveau de la diode du capteur.
Après avoir essayé le capteur et avoir estimé la distance entre le capteur et les pattes de détection, les trois opérateurs décident d'effectuer une rotation manuelle des courroies en liaison avec le tableautiste pour qu'il confirme, ou non, une montée de la vitesse de rotation en supervision. Lors de cette manoeuvre, la main droite de l'opérateur, posée sur la courroie, a été entraînée et a été coincée entre la courroie et la poulie."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=76954B12EA44ECF7C125719D0052AD97|9402|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|050903 - Autre camion|La victime - chauffeur de poids-lourd, âgé de 53 ans - conduisait un camion chargé de 15 tonnes d'aliments de bétail pour effectuer des livraisons auprès de clients. Alors qu'elle roulait, elle se serait arrêtée sur un petit parking avant un virage mais son véhicule a continué d'avancer puis est tombé en contrebas sur un chalet. La victime est décédée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=E5FEA7BD1D177769C125719D00514A89|5837|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|050918 - Autre remorque sur route|La victime - 22 ans, manutentionnaire - procédait au chargement d'une remorque de palettes de flacons de verre dans une remorque *** dételée par l'arrière. Après la mise en place, à l'avant de la remorque, de huit palettes de 500 kg chacune gerbées par deux, la remorque a pivoté autour de ses béquilles et a basculé. La victime n'a pas été blessée mais effrayée. Les causes : la remorque était dételée et appuyée sur ses deux béquilles distantes d'environ 2,30 m de l'avant. Huit palettes gerbées par deux de 500 kg chacune étaient stockées sur une surface qui n'aurait pas dû supporter plus de 3 tonnes d'après le transitaire, propriétaire de la remorque. La victime ne connaissait ni le poids des palettes, ni le plan de chargement de la remorque : elle chargeait habituellement des palettes de 390 kg. Afin de s'avancer dans son travail, elle a effectué le chargement des palettes qui était prévu pour le lendemain dans une autre remorque.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=D1C6694145D248CFC125719D0055EDE7|18128|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|050903 - Autre camion|La victime âgée de 41 ans, chauffeur routier, circulait au volant d'un poids lourd de l'entreprise dans le cadre de son activité professionnelle. Une voiture circulant en sens inverse, dont le chauffeur perd le contrôle pour une raison indéterminée, vient percuter de front le camion où se trouvait la victime. Après la collision, le poids lourd s'est couché et immobilisé sur la chaussée. Lorsque les secours sont arrivés, les deux conducteurs étaient déjà décédés des suites de leurs blessures graves du fait de la violence du choc. Les deux victimes ont dû être désincarcérées par les pompiers.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=84E0E6E40D00C640C125719D0051B55F|7070|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|051402 - Voiture|La victime - 26 ans, agent technico-commercial dans une société d'affûtage - s'est tuée au volant de sa voiture, en sortant de la route, sans cause apparente.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=BA82D34826847EB4C12578D2002629C7|22523|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|040401 - Huisserie (porte et fenêtre)|"La victime, 63 ans, est le PDG de l'entreprise.
Le samedi, jour non travaillé, elle se rend sur le lieu de travail afin d'y assurer une visite de routine. Elle n'a pas d'horaire pour ce genre de fonction. Lors de cette visite habituelle et alors qu'elle manipule la porte coulissante d'un bâtiment, elle la reçoit sur elle.
Les circonstances précises ne sont pas connues, par exemple si l'accident s'est passé dans le sens d'ouverture ou de fermeture de la porte.
La victime était seule à ce moment-là, elle a été retrouvée par son épouse qui s'inquiétait de son retard.
La porte, de 4 m x 3 m, a été remise en place par les salariés de la société avec un encadrement, suite à la décision de la police qui été intervenue après l'accident.
A noter que cette porte était manipulée une fois le matin et une fois le soir, journellement et que celle-ci n'a jamais présenté de dysfonctionnement particulier. L'environnement est correct au sol et il n'existe pas de problème de luminosité.
Observation : le jour de l'analyse de l'accident, l'agent préventeur a manipulé la porte qui ne présente aucun dysfonctionnement."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=0463D6BF3E31BA48C12581DE005C1B00|24360|E - Chimie, caoutchouc, plasturgie|2120Z - Fabrication de préparations pharmaceutiques|998000 - Sans objet|"Une enquête a établi l'existence d'un lot de produits non conforme à sa commercialisation et la reconnaissance de la responsabilité du directeur industriel âgé de 47 ans.
Trois jours avant l'accident, le matin, la responsable RH a remis au directeur une convocation à un entretien préalable à sanction pouvant aller jusqu’au licenciement, avec une mise à pied immédiate. Il a été retrouvé pendu dans un bois le lundi suivant à 10 heures."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=F7EB20E6F82E2E5DC125719D00560633|18447|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|050909 - Véhicule sur route non précisé|La victime, âgée de 43 ans, est monteur dans une entreprise de fabrication de machines pour les industries alimentaires. L'accident de la route s'est produit sur une route lors d'un trajet pour le compte de la société. Suite à cet accident de la route, la victime est décédée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=1E17C7328C5203C1C125719D00523009|8454|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|050900 - Moyen de transport sur route non précisé|La victime - chauffeur livreur de poids-lourd, âgé de 24 ans - est décédée lors d'une collision avec un car scolaire.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=3177FB9A4DCA2C31C125719D00541600|13602|E - Chimie, caoutchouc, plasturgie|274CG - Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l'électrochimie en graphite, carbone amorphe, de charbon artificiel à usage électrique, d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel|998000 - Sans objet|"La victime - 57 ans, conducteur ""poches"" - s'arrête de travailler après avoir ""piqué"" à l'aide du marteau pneumatique fixé sur le bas du chariot qu'il conduisait. Deux heures plus tard, personne ne le voyant revenir, alors que l'activité nécessitait pleinement sa présence, ses collègues de travail le recherche. Il est retrouvé mort dans les toilettes."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=E42E20979015B945C125719D0052DD08|9778|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|051402 - Voiture|La victime - directeur général, âgé de 48 ans - se rendait à une réunion de travail, lorsqu'elle a été victime d'un accident mortel de la circulation.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=6F050DFE7C88939CC125719D0053783A|11559|G - Commerce non alimentaire|523AB - Commerce de parfums et produits de beauté et commerce de détail de produits pharmaceutiques|051402 - Voiture|La victime, âgée de 30 ans, de sexe masculin, chef de secteur, circulait à bord d'un véhicule en location et se rendait chez un client. Dans un virage et sur une chaussée mouillée, la victime a perdu le contrôle de son véhicule qui s'est déporté sur la gauche et a violemment percuté le côté arrière gauche de la semi-remorque venant en sens inverse, pour terminer sa course 52 m plus loin, contre la glissière de sécurité située sur le côté droit de son sens de circulation où il s'immobilise. Le décès est survenu 6 heures plus tard à l'hôpital, en service de réanimation.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=6906BAD4CF340DF9C125719D0052AD3F|9399|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|270702 - Chaîne et pignon de transmission|La victime - employé saisonnier, âgé de 20 ans - effectuait le nettoyage d'une installation de sertissage, la nuit, après production. La machine était en marche normale, le carter de protection, situé sur la chaîne d'entraînement des boîtes, enlevé. Pour une raison inconnue, la victime a tourné le dos à la machine et son ciré a été pris dans l'ensemble chaîne pignon. Elle a été attirée et plaquée au niveau des fesses sur la chaîne. L'arrêt d'urgence étant trop éloigné, elle a crié et son collègue est venu arrêter la machine.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=FF74D8F24A6E11F0C125719D0051E959|7657|G - Commerce non alimentaire|523AB - Commerce de parfums et produits de beauté et commerce de détail de produits pharmaceutiques|051402 - Voiture|Pour une raison indéterminée, la victime - promotrice de ventes, agent de maîtrise, âgée de 50 ans - a perdu le contrôle de son véhicule. Celui-ci, après avoir quitté la chaussée, a fait trois tonneaux. La victime, éjectée, a été retrouvée à 10 m du véhicule, décédée de contusions multiples.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=2C3E4F5F498F82FCC125719D0051762A|6345|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|510210 - Toiture en matériaux fragiles (verrières, etc.)|La victime - monteur, âgé de 56 ans - était chargée de déboucher le chéneau du toit d'un bâtiment d'une entreprise. Un collègue lui ayant signalé des fissures sur les tôles fibrociment, la victime profita de sa présence sur le toit pour vérifier leur état. En évoluant sur le toit, une tôle *** céda entraînant l'employé dans une chute de 4,70 m sur le sol en ciment de l'atelier peinture. La victime est morte sur le coup.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=59E8A485CCB8BB87C125719D0054051A|13470|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|110190 - Autre type de machine à remplir, emballer, conditionner|La victime - technicien automatiseur, âgée de 24 ans - effectuait les derniers essais sur un palettiseur et travaillait seule dans l'atelier. Constatant qu'une caisse était mal positionnée sur le basculeur, le technicien a repoussé celle-ci avec son bras, se retrouvant ainsi dans la zone d'évolution du mat, coinçant et entraînant son avant-bras contre l'armoire. Ce sont ses appels au secours qui ont alertés les personnes se trouvant à proximité de l'atelier et qui ont immédiatement coupé l'arrêt d'urgence. Une autre personne a essayé de débloquer électriquement le frein du moteur sans y parvenir. C'est alors que quelqu'un a pris la décision de couper les courroies pour déplacer le mat et dégager la victime qui a eu la main et l'avant-bras écrasés.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=E1DFCBC1E07EFF4BC125719D00518B9F|6592|E - Chimie, caoutchouc, plasturgie|274CG - Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l'électrochimie en graphite, carbone amorphe, de charbon artificiel à usage électrique, d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel|231302 - Meule d'ébarbage|La victime, mécanicien d'entretien, âgé de 36 ans - réalisait l'ébarbage d'une soudure sur une clé à six pans. La clé se serait coincée entre le support de meule et la meule. La clé a été retrouvée en partie aplatie. La meule a explosé et des débris ont été projetés, malgré le carter de protection.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=A929887F1B243B28C125719D0051B8EF|7111|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|051402 - Voiture|La victime - acheteuse, âgée de 30 ans - au cours d'un déplacement en province, était passagère d'un véhicule de tourisme (***), en compagnie du conducteur, un publiciste, et d'une collègue. Au cours d'un accident mortel, elle a été éjectée du véhicule. Celui-ci a quitté la chaussée et effectué plusieurs tonneaux après avoir basculé dans le fossé. Les causes : pour des raisons qui restent complètement indéterminées puisque la chaussée était libre, sèche et qu'il se trouvait en ligne droite, le conducteur a perdu le contrôle de son véhicule. En dehors du fait que la voie ne disposait pas, malheureusement, de glissière de sécurité à cet endroit et que le véhicule s'est écrasé dans un fossé, il n'a pas été possible d'obtenir d'autres informations. Néanmoins il est probable que la victime, assise sur la banquette arrière, n'était pas équipée de ceinture de sécurité tout comme le conducteur, également éjecté et tué, alors que l'autre passagère, à l'avant, est restée attachée sur son siège et n'a été que blessée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=2107272CDB808082C125719D00522FB9|8450|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|051402 - Voiture|La victime - délégué médical, âgé de 36 ans - circulant à bord d'un véhicule de la société, a heurté un arbre. Elle est décédée des suites de ses blessures.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=8F1A3F3314478F29C125719D005116FC|5143|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|050710 - Vis transporteuse|La victime - 20 ans, salarié permanent de l'entreprise, conditionneur d'abats - a voulu enjamber un groupe de pompage constitué d'une trémie de 70 cm de haut, au fond de laquelle se trouvait une vis sans fin. Au dire des gendarmes présents lors de l'enquête, la victime voulait ouvrir une vanne d'eau pour humidifier les abats qui sautaient du broyeur. Cette vanne était située de l'autre côté du groupe de pompage, fixée au mur à environ 3 m du sol. A noter : une autre vanne était accessible du sol mais elle n'était plus en état de marche depuis quelques semaines. La victime a glissé sur le bord du groupe de pompage, a eu la jambe prise dans la vis sans fin malgré l'intervention immédiate de son collègue qui a actionné l'arrêt d'urgence, situé de l'autre côté du groupe de pompage, sur un coffret électrique fixé au mur. Conséquence : la victime a eu la jambe amputée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=9308CA4EF8A4B639C125719D0052ACC7|9395|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050790 - Autre transporteur de matière actif|Alertée par un signal annonçant un manque de farine sur un des moulins, la victime - conducteur de moulin, âgé de 54 ans - monte à l'étage des farines et s'aperçoit qu'une case est colmatée. Elle fait le nécessaire pour y remédier mais c'est alors le cyclone d'alimentation qui se bouche. Deux vis et deux écluses rotatives sont obturées par la soudaine arrivée de farine. Ne parvenant pas à décolmater une des trémies sous une vis, elle ouvre la trappe de nettoyage et engage la main pour faire tomber la farine. Ce faisant, elle se fait happer les doigts de la main droite par l'écluse en rotation. Souffrant de coupures et de fractures, la victime fut hospitalisée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=89077CC9E1633D39C12587C1004A52CA|25521|G - Commerce non alimentaire|4773Z - Commerce de détail de produits pharmaceutiques en magasin spécialisé|051302 - Véhicules utilitaires légers, camionnette, fourgon, etc.|Un livreur de 30 ans effectuait une livraison avec un véhicule de société. Il a eu un choc frontal avec un camion et est décédé dans l'accident.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=05C51A05EBE873E4C12583A6002C0AB6|24793|D - Services, commerces et industries de l'alimentation|1073Z - Fabrication de pâtes alimentaires|050700 - Transporteur de matière actif non précisé|"Une responsable emballage de 48 ans a pénétré dans la zone du robot palettiseur pour dégager un carton qui bloquait la ligne de conditionnement.
Après avoir remis les convoyeurs sous tension, elle a constaté que la ligne était toujours bloquée. Elle a à nouveau pénétré dans l'enceinte sans mettre les convoyeurs hors tension. En débloquant les pousseurs, la ligne s'est remise en marche et la main par laquelle elle se tenait au convoyeur a été emportée par une courroie de transmission qui lui a écrasé les doigts. L'opératrice a été amputée."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=33982E43B286BDB0C125719D00514B27|5844|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|430130 - Produit divers de la chimie minérale|"La victime - chef d'équipe de 33 ans - s'occupait d'un réacteur R 101 dans lequel était effectué la fabrication d'acétate de zinc. Il était en chauffage vapeur par régulation manuelle, le couvercle de ce réacteur était posé sur le trou d'homme, non boulonné. Le réacteur était à la pression atmosphérique, vannes d'évent ouvertes pour un dégazage vers l'atmosphère extérieure de l'atelier. La victime, constatant que du produit s'écoulait par le trou d'homme entre le réacteur et le couvercle, est allée fermer la vanne vapeur pour arrêter le chauffage et mettre en refroidissement. Pendant son intervention, le produit a jailli abondamment et violemment du réacteur et elle a reçu sur elle du produit chaud (acide acétique plus eau), la brûlant au dos et aux membres inférieurs. Pour la laver des projections reçues, elle a été arrosée durant dix minutes puis conduite à l'hôpital. Le réacteur est muni d'un enregistreur de température et d'un disque de rupture pour évacuer les gaz du réacteur vers l'extérieur en cas de surpression. Après enquête, il apparaît que le débordement survenu serait dû à un dépassement de la température de consigne. Le réacteur a atteint 100° C, occasionnant la production d'une mousse importante qui a jailli du réacteur. L'emplacement des vannes manuelles ""vapeur"" et ""refroidissement"" était tel que l'opérateur n'a pas pu se dégager facilement de la zone atteinte par ces projections."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=844C91D94B206F6FC125719D00514B6A|5847|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|490203 - Accumulation, concentration d'autres gaz|"La victime - 25 ans, opérateur de fabrication en poste depuis six mois - chargeait un fût de 60 kg de produit pulvérulent diphénylcyclopropyl carbonitrile brut conditionné dans un sac de polyéthylène noir, non conducteur électrique, inséré dans un fût en carton avec cerclages métalliques ; dans un réacteur de 1 600 litres contenant 450 litres de méthanol froid en agitation. Un autre opérateur l'assistait. Ils avaient déjà chargé un premier fût par le trou d'homme lorsqu'il s'est produit une mise à feu du ""manteau gazeux"", dans la partie supérieure de l'appareil. Les flammes en sortant violemment par le trou d'homme ont enveloppé et brûlé sérieusement les deux opérateurs présents. Les fûts avaient été stockés au soleil (23° C à l'ombre, avec un faible pourcentage d'humidité relative : 48 % ). Les opérateurs étaient équipés de chaussures de sécurité pour risque électrostatique."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=7470D6316D62FD15C125719D00514BA8|5850|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|998000 - Sans objet|La victime - 38 ans, agent de production - travaillait à la fabrication de produit de base pour la pharmacie. Les produits étaient fabriqués en vase clos. La victime contrôlait le processus de fabrication sur les écrans de la salle de contrôle et effectuait des rondes. Au moment de l'accident, elle s'est plainte de problèmes de digestion et est allée vomir. Puis dans la salle de repos, elle s'est à demi allongée sur une table. L'agent de maîtrise voyant son état s'aggraver, a appelé les pompiers. A leur arrivée, la victime était sans connaissance et ils ont pratiqué des massages cardiaques jusqu'à l'arrivée du SAMU. Le médecin du SAMU a poursuivi les massages pendant 35 mn sans pouvoir réanimer la victime dont le décès a été constaté. A noter : le caractère particulier du décès de la victime ne permet pas de proposer des mesures de prévention.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=7C93031553D1DC81C125719D0051D521|7431|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|290290 - Autre appareil de cuisson|La victime, âgée de 28 ans, est ouvrier de fabrication dans une entreprise de fabrication de pâtes farcies à cuire. Lors de l'accident, tous les organes du cuiseur *** fonctionnaient normalement. La victime devait remplir la trémie d'ingrédients, à une hauteur de 2 m. Négligeant d'utiliser le dispositif automatique de remplissage, elle a grimpé sur le dessus de la cuve pour verser manuellement son seau dans la trémie. L'ouverture de la cuve (1,60 m x 0,30 m) n'était que partiellement obturée par la mise en place de six traverses (chacune mesurant 35 cm x 7 cm) sur les vingt-quatre disponibles et nécessaires. La victime a fait riper une traverse en prenant appui et a perdu l'équilibre ; son pied droit est venu au contact de l'eau chaude à 90 ° C du cuiseur et a été brûlé au deuxième degré.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=9A15CC71C9524A20C125719D00539692|11978|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|051402 - Voiture|La victime, 42 ans, préparatrice de commandes dans une fabrique de spécialités pharmaceutiques, se rendait, dans son véhicule personnel, à un stage professionnel. Elle est décédée après avoir percuté un véhicule poids-lourd. L'établissement employeur n'a pu donner aucun renseignement sur les circonstances de l'accident et la nature des lésions.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=A0BD1B1AA3515E8BC125719D0055F159|18174|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|210118 - Autre type de presse mécanique|La victime - 2O ans, opérateur de presse - avait été engagée le matin même en contrat à durée déterminée et était affectée au pliage de petites pièces. Lors d'une opération, la victime a constaté que la pièce était mal positionnée et a voulu la remettre en position bien qu'elle ait déjà actionné la pédale qui commande le départ du cycle. Elle a subi une amputation de la dernière phalange de l'index et du majeur de la main droite. La victime avait été embauchée comme manutentionnaire mais avait été mise à ce poste le matin de l'accident. Le directeur déclare avoir assuré sa formation et est revenu plusieurs fois constater la bonne exécution du travail.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=140F2AE598F3688BC125719D0052A41B|9330|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|998000 - Sans objet|La victime - agent de magasin, âgé de 56 ans - a été prise d'un malaise alors qu'elle se déplaçait à pied à l'extérieur des bâtiments. Le service médical a appelé le SAMU qui a tenté de la ranimer. La victime est décédée à l'hôpital.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=2241F01608A5BC8CC125719D0050FE4C|4812|E - Chimie, caoutchouc, plasturgie|274CG - Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l'électrochimie en graphite, carbone amorphe, de charbon artificiel à usage électrique, d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel|419000 - Autre produit, semi-produit, matière métallique|La victime - ouvrier polyvalent, âgé de 41 ans - commandait, à partir d'une cabine blindée, la vidange d'une benne contenant 15 tonnes de laitier dans une goulotte suivie d'un canal dans lequel des jets d'eau à débit important étaient projetés. Au contact de l'eau, le laitier se refroidit et se transforme en granulés de faible diamètre entraînés par l'eau dans un bassin de décantation. Une très violente explosion s'est produite occasionnant des dégâts matériels considérables, mais heureusement, grâce à la solidité de la cabine de commande, la victime n'a subi que quelques commotions et traumatismes sonores occasionnant quelques jours d'arrêt.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=B343454C1CAE4179C125719D0050CC9B|4158|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|130159 - Conteneur|La victime - chauffeur, âgé de 37 ans - était employée par une entreprise d'équarrissage chargée d'enlever des poulets morts. Bien qu'étant de repos ce jour-là, elle participait à cet enlèvement urgent. Au volant de son véhicule habituel équipé d'un bras de levage, elle s'est rendue au marché-gare pour récupérer des containers roulants sur une aire de stockage. Les containers, d'un poids à vide de 220 kg chacun, étaient équipés d'un arceau de levage mobile mais pouvant être bloqué, permettant l'élévation et le basculement. Après avoir placé deux containers l'un à côté de l'autre, la victime les a reliés par les arceaux, à l'aide d'un cordage de 1 cm formé de deux brins différents, et récupéré au sol. La boucle étant suffisamment longue, elle a été placée avec un double tour sur le crochet du bras de levage. Etant aux commandes situées sur le côté du camion entre la benne et la cabine, le salarié a levé les containers puis fait une rotation sur la gauche, pour déposer les deux containers dans la benne. Sans témoin, on suppose que l'un des containers a accroché un point de renfort en relief de la benne du camion, ce qui aurait provoqué un choc pendant la rotation, et la rupture des deux brins du cordage entre le crochet et les arceaux. Dans la chute, un container a heurté la cabine du camion avant de venir frapper la tête du chauffeur qui est décédé. La non utilisation du dispositif de levage des containers, l'utilisation d'un cordage de récupération, et l'élévation de deux containers ensemble sont parmi les causes de cet accident.|[]||||||||||||||||
